ID,ProviderId,nameZh,ddesc,departureZh,destinationZh,gxcode,RouteType,MasterRouteName,MasterRouteNo,MasterRouteDesc,routeMapImageUrl,stopAddrUrl,op_type
1371,1,201,蘆竹  -  八德,八德區公所(農會),水尾,1371,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/1371/map/1936/image,http://ebus.tycg.gov.tw/cms/api/route/1371/stop-address.pdf,
2020,1,202,體育大學  -  工四工業區,工四工業區,體育大學,2020,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2020/map/1265/image,http://ebus.tycg.gov.tw/cms/api/route/2020/stop-address.pdf,6
3160,1,206,桃園  -  高鐵桃園站,桃園,高鐵桃園站,3160,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3160/map/2116/image,http://ebus.tycg.gov.tw/cms/api/route/3160/stop-address.pdf,7
3162,1,206A,桃園  -  高鐵桃園站(繞開南大學),桃園,高鐵桃園站,3162,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3162/map/1902/image,http://ebus.tycg.gov.tw/cms/api/route/3162/stop-address.pdf,7
3163,1,206B,桃園  -  高鐵桃園站(繞捷運領航站),桃園,高鐵桃園站,3163,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3163/map/1903/image,http://ebus.tycg.gov.tw/cms/api/route/3163/stop-address.pdf,7
3164,1,206C,桃園  -  高鐵桃園站(繞捷運領航站、開南大學),桃園,高鐵桃園站,3164,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3164/map/1904/image,http://ebus.tycg.gov.tw/cms/api/route/3164/stop-address.pdf,7
3165,1,206D,桃園  -  高鐵桃園站(直達車),桃園(沿途只可下車),高鐵桃園站(沿途只可上車),3165,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3165/map/2117/image,http://ebus.tycg.gov.tw/cms/api/route/3165/stop-address.pdf,7
3166,1,206E,桃園  -  高鐵桃園站(繞開南大學)(直達車),桃園(沿途只可下車),高鐵桃園站(沿途只可上車),3166,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3166/map/2118/image,http://ebus.tycg.gov.tw/cms/api/route/3166/stop-address.pdf,7
208,4,208,捷運高鐵桃園站 - 八德,捷運高鐵桃園站,八德,208,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/208/map/2095/image,http://ebus.tycg.gov.tw/cms/api/route/208/stop-address.pdf,6
2081,4,208A,捷運高鐵桃園站 - 八德,捷運高鐵桃園站,八德,2081,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2081/map/2096/image,http://ebus.tycg.gov.tw/cms/api/route/2081/stop-address.pdf,
2084,4,208D,捷運高鐵桃園站 - 八德,捷運高鐵桃園站,八德,2084,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2084/map/2126/image,,
2120,1,212,大溪  -  龍潭,大溪,龍潭,2120,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2120/map/1391/image,http://ebus.tycg.gov.tw/cms/api/route/2120/stop-address.pdf,7
2121,1,212A,大溪  -  龍潭(繞駛僑愛、埔頂、國軍醫院),大溪,龍潭,2121,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2121/map/1992/image,http://ebus.tycg.gov.tw/cms/api/route/2121/stop-address.pdf,7
213,4,213,桃花園飯店  -  長庚醫院,桃花園飯店,長庚醫院,213,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/213/map/1221/image,http://ebus.tycg.gov.tw/cms/api/route/213/stop-address.pdf,
2200,1,220,桃園區公所  -  環狀紅線,桃園區公所,桃園區公所,2200,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2200/map/1710/image,http://ebus.tycg.gov.tw/cms/api/route/2200/stop-address.pdf,
2201,1,220A,桃園區公所  -  環狀紅線(繞駛三聖宮),桃園區公所,桃園區公所,2201,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2201/map/1711/image,http://ebus.tycg.gov.tw/cms/api/route/2201/stop-address.pdf,
2210,1,221,桃園區公所  -  環狀紅線(經寶山街),桃園區公所,桃園區公所,2210,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2210/map/1719/image,http://ebus.tycg.gov.tw/cms/api/route/2210/stop-address.pdf,
2220,1,222,桃園區公所  -  環狀藍線(經敏盛醫院),桃園區公所,桃園區公所,2220,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2220/map/1713/image,http://ebus.tycg.gov.tw/cms/api/route/2220/stop-address.pdf,
2230,1,223,桃園區公所  -  環狀藍線(經南平路),桃園區公所,桃園區公所,2230,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2230/map/1714/image,http://ebus.tycg.gov.tw/cms/api/route/2230/stop-address.pdf,
2250,1,225,桃園區公所  -  後站紅線,桃園區公所,桃園區公所,2250,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2250/map/2043/image,http://ebus.tycg.gov.tw/cms/api/route/2250/stop-address.pdf,
2251,1,225A,桃園區公所  -  後站紅線(繞福林街),桃園區公所,桃園區公所,2251,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2251/map/2044/image,http://ebus.tycg.gov.tw/cms/api/route/2251/stop-address.pdf,
2260,1,226,桃園區公所  -  後站藍線,桃園區公所,桃園區公所,2260,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2260/map/2045/image,http://ebus.tycg.gov.tw/cms/api/route/2260/stop-address.pdf,
2270,1,227,桃園區公所  -  中路紅線,桃園區公所,桃園區公所,2270,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2270/map/1608/image,http://ebus.tycg.gov.tw/cms/api/route/2270/stop-address.pdf,
2271,1,227A,桃園區公所  -  中路紅線(繞龍泉六街底),桃園區公所,桃園區公所,2271,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2271/map/1609/image,http://ebus.tycg.gov.tw/cms/api/route/2271/stop-address.pdf,
2280,1,228,桃園區公所  -  中路藍線,桃園區公所,桃園區公所,2280,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2280/map/1636/image,http://ebus.tycg.gov.tw/cms/api/route/2280/stop-address.pdf,
2290,1,229,中壢區公所  -  外環紅線,中壢區公所,中壢區公所,6500,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2290/map/1907/image,http://ebus.tycg.gov.tw/cms/api/route/2290/stop-address.pdf,
2300,1,230,中壢區公所  -  外環藍線,中壢區公所,中壢區公所,2300,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2300/map/1908/image,http://ebus.tycg.gov.tw/cms/api/route/2300/stop-address.pdf,
2310,1,231,中壢區公所  -  龍岡綠線,中壢區公所,中壢區公所,2310,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2310/map/1459/image,http://ebus.tycg.gov.tw/cms/api/route/2310/stop-address.pdf,
2311,1,231A,中壢區公所  -  龍岡綠線(繞興仁路),中壢區公所,中壢區公所,2311,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2311/map/1460/image,http://ebus.tycg.gov.tw/cms/api/route/2311/stop-address.pdf,
2320,1,232,中壢區公所  -  龍岡棕線,中壢區公所,中壢區公所,2320,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2320/map/1461/image,http://ebus.tycg.gov.tw/cms/api/route/2320/stop-address.pdf,
2321,1,232A,中壢區公所  -  龍岡棕線(繞興仁路),中壢區公所,中壢區公所,2321,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2321/map/1462/image,http://ebus.tycg.gov.tw/cms/api/route/2321/stop-address.pdf,
2330,1,233,平鎮區公所  -  山子頂紅線,平鎮區公所,平鎮區公所,2330,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2330/map/1463/image,http://ebus.tycg.gov.tw/cms/api/route/2330/stop-address.pdf,
2350,1,235,平鎮區公所  -  山子頂藍線,平鎮區公所,平鎮區公所,2350,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2350/map/1464/image,http://ebus.tycg.gov.tw/cms/api/route/2350/stop-address.pdf,
2360,1,236,龜山區公所  -  兔坑紅線,龜山區公所,龜山區公所,2360,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2360/map/2013/image,http://ebus.tycg.gov.tw/cms/api/route/2360/stop-address.pdf,
2370,1,237,龜山區公所  -  兔坑藍線,龜山區公所,龜山區公所,2370,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2370/map/2014/image,http://ebus.tycg.gov.tw/cms/api/route/2370/stop-address.pdf,
2380,1,238,紅土厝  -  長庚醫院桃園分院,紅土厝,長庚桃園分院,2380,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2380/map/1800/image,http://ebus.tycg.gov.tw/cms/api/route/2380/stop-address.pdf,
2390,1,239,龍潭 - 北水局,龍潭,北水局,2390,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2390/map/2032/image,http://ebus.tycg.gov.tw/cms/api/route/2390/stop-address.pdf,
2510,8,251,職訓中心  -  雙榮親子館,職訓中心,雙榮親子館,251,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2510/map/2009/image,http://ebus.tycg.gov.tw/cms/api/route/2510/stop-address.pdf,
2520,8,252,楊梅行政園區  -  光裕北街,楊梅行政園區,光裕北街,252,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2520/map/2026/image,http://ebus.tycg.gov.tw/cms/api/route/2520/stop-address.pdf,
2521,8,252A,楊梅行政園區  -  光裕北街(繞駛怡仁醫院),楊梅行政園區,光裕北街,252A,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2521/map/2027/image,http://ebus.tycg.gov.tw/cms/api/route/2521/stop-address.pdf,
2530,8,253,雅典社區  -  埔心後火車站,雅典社區,埔心後火車站,2530,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2530/map/2028/image,http://ebus.tycg.gov.tw/cms/api/route/2530/stop-address.pdf,
2610,1,261,桃園火車站 - 銘傳大學,桃園火車站,銘傳大學,,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2610/map/1873/image,http://ebus.tycg.gov.tw/cms/api/route/2610/stop-address.pdf,
2620,1,262,捷運迴龍站 - 銘傳大學,銘傳大學,捷運迴龍站,,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2620/map/1874/image,http://ebus.tycg.gov.tw/cms/api/route/2620/stop-address.pdf,
2630,1,263,大溪 - 恩主公醫院,大溪,恩主公醫院,,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2630/map/1819/image,,
2650,1,265,桃園  -  鶯歌火車站,桃園巨蛋,鶯歌火車站,2650,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2650/map/2093/image,,
2653,1,265C,桃園  -  鶯歌火車站(繞駛鳳鳴火車站),桃園巨蛋,鶯歌火車站,2653,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/2653/map/2135/image,,
3550,1,301,桃園  -  楊梅,桃園巨蛋,楊梅火車站,3550,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3550/map/1335/image,http://ebus.tycg.gov.tw/cms/api/route/3550/stop-address.pdf,7
3551,1,301A,龜山  -  楊梅,壽山高中,楊梅火車站,3551,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3551/map/1486/image,http://ebus.tycg.gov.tw/cms/api/route/3551/stop-address.pdf,6
302,1,302,桃園  -  高鐵桃園站(經大竹),桃園,高鐵桃園站,302,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/302/map/1909/image,http://ebus.tycg.gov.tw/cms/api/route/302/stop-address.pdf,
3021,1,302A,高鐵桃園站  -  蘆竹區公所,高鐵桃園站,蘆竹區公所,3021,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3021/map/2119/image,http://ebus.tycg.gov.tw/cms/api/route/3021/stop-address.pdf,
3070,1,307,蘆竹區公所  -  開南大學(經南竹路),蘆竹區公所,開南大學,3070,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3070/map/1394/image,http://ebus.tycg.gov.tw/cms/api/route/3070/stop-address.pdf,
3072,1,307A,蘆竹區公所  -  桃園醫院(延駛桃園醫院),蘆竹區公所,桃園醫院,3072,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3072/map/1393/image,http://ebus.tycg.gov.tw/cms/api/route/3072/stop-address.pdf,
3096,1,309,銘傳大學 - 蘆竹區公所,銘傳大學,蘆竹區公所,3096,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3096/map/2112/image,,
501,1,501,台灣好行大溪快線,高鐵桃園站,慈湖,501,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/501/map/1473/image,http://ebus.tycg.gov.tw/cms/api/route/501/stop-address.pdf,7
501,2,501,台灣好行大溪快線,高鐵桃園站,慈湖,501,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/501/map/1473/image,http://ebus.tycg.gov.tw/cms/api/route/501/stop-address.pdf,7
11892,1,502,台灣好行小烏來線(假日行駛),桃園,小烏來,11892,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/11892/map/1474/image,http://ebus.tycg.gov.tw/cms/api/route/11892/stop-address.pdf,
11894,1,502(大溪站發車),台灣好行小烏來線(大溪站發車，假日行駛),桃園,小烏來,11894,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/11894/map/1767/image,http://ebus.tycg.gov.tw/cms/api/route/11892/stop-address.pdf,
503,1,503,台灣好行石門水庫線(假日行駛),中壢,石門水庫,503,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/503/map/1818/image,http://ebus.tycg.gov.tw/cms/api/route/503/stop-address.pdf,7
505,1,505,濱海觀光公車,中壢,觀音,505,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/505/map/1858/image,http://ebus.tycg.gov.tw/cms/api/route/505/stop-address.pdf,
11920,1,506,台灣好行東眼山線,大溪,東眼山國家森林遊樂區,11920,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/11920/map/1503/image,http://ebus.tycg.gov.tw/cms/api/route/11920/stop-address.pdf,
606,1,601,內壢  -  捷運迴龍站,內壢,捷運迴龍站,606,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/606/map/1868/image,http://ebus.tycg.gov.tw/cms/api/route/606/stop-address.pdf,6
606,2,601,內壢  -  捷運迴龍站,內壢,捷運迴龍站,606,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/606/map/1868/image,http://ebus.tycg.gov.tw/cms/api/route/606/stop-address.pdf,6
6030,9,603,長庚大學  -  捷運丹鳳站,長庚大學,捷運丹鳳站,6030,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/6030/map/1926/image,http://ebus.tycg.gov.tw/cms/api/route/6030/stop-address.pdf,
6060,9,606,大坪頂循環線,捷運體育大學站,捷運體育大學站,,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/6060/map/1815/image,,
6052,9,607,長庚醫院 - 迴龍(經青山路),長庚醫院,迴龍,,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/6052/map/1808/image,http://ebus.tycg.gov.tw/cms/api/route/6052/stop-address.pdf,
6080,9,608,樹林保安街  -  桃園大有路,潭底,民光東路,6080,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/6080/map/1976/image,,
7010,1,701,國軍桃園總醫院  -  桃園長庚轉運站,國軍桃園總醫院,桃園長庚轉運站,7010,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7010/map/1406/image,http://ebus.tycg.gov.tw/cms/api/route/7010/stop-address.pdf,
7010,2,701,國軍桃園總醫院  -  桃園長庚轉運站,國軍桃園總醫院,桃園長庚轉運站,7010,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7010/map/1406/image,http://ebus.tycg.gov.tw/cms/api/route/7010/stop-address.pdf,
7011,1,701A,國軍桃園總醫院  -  中壢,國軍桃園總醫院,中壢,7010,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7011/map/1586/image,http://ebus.tycg.gov.tw/cms/api/route/7011/stop-address.pdf,
7020,1,702,大溪  -  桃園長庚轉運站,大溪總站,桃園長庚轉運站,7020,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7020/map/1510/image,http://ebus.tycg.gov.tw/cms/api/route/7020/stop-address.pdf,
7020,2,702,大溪  -  桃園長庚轉運站,大溪總站,桃園長庚轉運站,7020,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7020/map/1510/image,http://ebus.tycg.gov.tw/cms/api/route/7020/stop-address.pdf,
703,6,703,竹圍  -  中壢,竹圍,中壢,703,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/703/map/1807/image,http://ebus.tycg.gov.tw/cms/api/route/703/stop-address.pdf,
706,4,706,桃園火車站  -  桃園國際機場,桃園火車站,桃園國際機場,7060,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/706/map/1487/image,http://ebus.tycg.gov.tw/cms/api/route/706/stop-address.pdf,7
7061,4,706A,桃園火車站  -  桃園國際機場,桃園火車站,桃園國際機場,7061,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7061/map/1488/image,http://ebus.tycg.gov.tw/cms/api/route/7061/stop-address.pdf,7
7062,4,706B,桃園國際機場  -  桃園火車站,桃園國際機場,桃園火車站,7062,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7062/map/1489/image,http://ebus.tycg.gov.tw/cms/api/route/7062/stop-address.pdf,7
7071,1,707,桃園  -  桃園棒球場,桃園,桃園棒球場,7071,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7071/map/1519/image,http://ebus.tycg.gov.tw/cms/api/route/7071/stop-address.pdf,
708,9,708,長庚醫院 - 南崁,公西站(華亞園區),羊稠活動中心,708,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/708/map/1809/image,http://ebus.tycg.gov.tw/cms/api/route/708/stop-address.pdf,
7081,9,708A,長庚醫院 - 捷運山鼻站,公西站(華亞園區),捷運山鼻站,7081,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7081/map/1810/image,http://ebus.tycg.gov.tw/cms/api/route/7081/stop-address.pdf,7
709,4,709,平鎮 - 永寧轉運站,平鎮分局,永寧轉運站,709,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/709/map/2090/image,http://ebus.tycg.gov.tw/cms/api/route/709/stop-address.pdf,7
709,3,709,平鎮 - 永寧轉運站,平鎮分局,永寧轉運站,709,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/709/map/2090/image,http://ebus.tycg.gov.tw/cms/api/route/709/stop-address.pdf,7
7091,4,709A,龍潭 - 永寧轉運站,龍潭,永寧轉運站,7091,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7091/map/2091/image,http://ebus.tycg.gov.tw/cms/api/route/7091/stop-address.pdf,
7091,3,709A,龍潭 - 永寧轉運站,龍潭,永寧轉運站,7091,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7091/map/2091/image,http://ebus.tycg.gov.tw/cms/api/route/7091/stop-address.pdf,
7092,4,709B,平鎮 - 永寧轉運站,平鎮,永寧轉運站,7092,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7092/map/2092/image,http://ebus.tycg.gov.tw/cms/api/route/7092/stop-address.pdf,
7092,3,709B,平鎮 - 永寧轉運站,平鎮,永寧轉運站,7092,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7092/map/2092/image,http://ebus.tycg.gov.tw/cms/api/route/7092/stop-address.pdf,
710,6,710,內柵 - 永寧轉運站,內柵,永寧轉運站,710,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/710/map/2074/image,http://ebus.tycg.gov.tw/cms/api/route/7102/stop-address.pdf,7
7103,6,710A,內柵 - 永寧轉運站(經仁和路永昌路),大溪,永寧轉運站,7101,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7103/map/2075/image,http://ebus.tycg.gov.tw/cms/api/route/710/stop-address.pdf,7
711,1,711,中壢  -  桃園長庚轉運站(經中正藝文特區),中壢,桃園長庚轉運站,711,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/711/map/1696/image,http://ebus.tycg.gov.tw/cms/api/route/711/stop-address.pdf,7
712,1,712,龍潭 - 永寧轉運站,龍潭,永寧轉運站,712,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/712/map/2076/image,http://ebus.tycg.gov.tw/cms/api/route/712/stop-address.pdf,7
713,4,713,八德 - 永寧轉運站(經建國路和平路),建德興豐路口(G01),永寧轉運站,713,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/713/map/2077/image,http://ebus.tycg.gov.tw/cms/api/route/713/stop-address.pdf,
715,4,715,八德 - 永寧轉運站(經介壽路義勇街),豐德中正路口,永寧轉運站,715,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/715/map/2078/image,http://ebus.tycg.gov.tw/cms/api/route/715/stop-address.pdf,7
716,4,716,八德轉運站 - 永寧轉運站,八德轉運站,永寧轉運站,716,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/716/map/2079/image,http://ebus.tycg.gov.tw/cms/api/route/716/stop-address.pdf,
717,4,717,龍岡圓環 - 永寧轉運站,龍岡圓環,永寧轉運站,717,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/717/map/2080/image,http://ebus.tycg.gov.tw/cms/api/route/717/stop-address.pdf,7
7220,6,722,楊梅 - 捷運三重國小站,楊梅站,捷運三重國小站,7220,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7220/map/1994/image,,
7221,6,722A,楊梅 - 捷運三重國小站,楊梅站,捷運三重國小站,7221,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7221/map/1995/image,,
7230,6,723,經國轉運站-莊敬路-捷運三重國小站,經國轉運站,捷運三重國小站,7230,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7230/map/2024/image,,
7231,6,723A,經國轉運站-南平路-捷運三重國小站,經國轉運站,捷運三重國小站,7231,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/7231/map/2025/image,,
725,4,725,龍潭 - 永寧轉運站,龍潭,永寧轉運站,725,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/725/map/2083/image,,7
726,4,726,八德- 高鐵桃園站(經八德轉運站),八德,高鐵桃園站,726,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/726/map/2129/image,,
5000,1,5000,桃園  -  至善高中(經大溪),桃客總站,至善高中,5000,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5000/map/1958/image,http://ebus.tycg.gov.tw/cms/api/route/5000/stop-address.pdf,
5006,1,5006,中壢  -  高山下,中壢車站,高山下,5006,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5006/map/2003/image,http://ebus.tycg.gov.tw/cms/api/route/5006/stop-address.pdf,
5008,1,5008,桃園  -  中壢(經龍岡),桃客總站,中壢車站,5008,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5008/map/2084/image,http://ebus.tycg.gov.tw/cms/api/route/5008/stop-address.pdf,
5009,1,5009,桃園  -  捷運泰山貴和站,桃花園飯店,捷運泰山貴和站(貴陽街),5009,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5009/map/1803/image,http://ebus.tycg.gov.tw/cms/api/route/5009/stop-address.pdf,6
5009,9,5009,桃園  -  捷運泰山貴和站,桃花園飯店,捷運泰山貴和站(貴陽街),5009,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5009/map/1803/image,http://ebus.tycg.gov.tw/cms/api/route/5009/stop-address.pdf,6
5010,1,5010,桃園  -  中壢(經仁美、八德),桃客總站,中壢車站,5010,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5010/map/2086/image,http://ebus.tycg.gov.tw/cms/api/route/5010/stop-address.pdf,
5011,1,5011,桃園  -  中壢(經竹巷),桃客總站,中壢車站,5011,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5011/map/2087/image,http://ebus.tycg.gov.tw/cms/api/route/5011/stop-address.pdf,
5014,1,5014,桃園  -  捷運山鼻站,今日飯店,捷運山鼻站,5014,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5014/map/1317/image,http://ebus.tycg.gov.tw/cms/api/route/5014/stop-address.pdf,
3136,1,5014A,桃園  -  捷運山鼻站(延駛山腳),今日飯店,山腳,3136,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/3136/map/1318/image,http://ebus.tycg.gov.tw/cms/api/route/3136/stop-address.pdf,
5015,1,5015,桃園  -  大園(經南崁),今日飯店,大園車站,5015,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5015/map/1319/image,http://ebus.tycg.gov.tw/cms/api/route/5015/stop-address.pdf,
5016,1,5016,桃園  -  竹圍(經山腳),今日飯店,竹圍站,5016,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5016/map/1615/image,http://ebus.tycg.gov.tw/cms/api/route/5016/stop-address.pdf,
5017,1,5017,中壢  -  竹圍(經楊厝),中壢車站,竹圍站,5017,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5017/map/1056/image,http://ebus.tycg.gov.tw/cms/api/route/5017/stop-address.pdf,
5018,1,5018,桃園  -  水尾(經蘆竹),桃花園飯店,水尾,5018,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5018/map/1039/image,http://ebus.tycg.gov.tw/cms/api/route/5018/stop-address.pdf,
5019,1,5019,桃園  -  沙崙(經蘆竹),桃花園飯店,沙崙,5019,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5019/map/1040/image,http://ebus.tycg.gov.tw/cms/api/route/5019/stop-address.pdf,
5020,1,5020,桃園  -  下福,今日飯店,下福,5020,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5020/map/1616/image,http://ebus.tycg.gov.tw/cms/api/route/5020/stop-address.pdf,
5021,1,5021,桃園  -  下海湖,今日飯店,下海湖,5021,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5021/map/1617/image,http://ebus.tycg.gov.tw/cms/api/route/5021/stop-address.pdf,
5022,1,5022,桃園  -  竹圍(經南崁),今日飯店,竹圍站,5022,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5022/map/1323/image,http://ebus.tycg.gov.tw/cms/api/route/5022/stop-address.pdf,7
50221,1,5022A,桃園  -  竹圍(經南崁)[繞駛捷運坑口站],今日飯店,竹圍站,5022,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/50221/map/1324/image,http://ebus.tycg.gov.tw/cms/api/route/50221/stop-address.pdf,7
5023,1,5023,桃園  -  大園(經楊厝),今日飯店,大園車站,5023,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5023/map/1520/image,http://ebus.tycg.gov.tw/cms/api/route/5023/stop-address.pdf,
5025,1,5025,中壢  -  新屋(經藍埔),中壢總站,新屋站,5025,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5025/map/1878/image,http://ebus.tycg.gov.tw/cms/api/route/5025/stop-address.pdf,
5026,1,5026,中壢  -  新坡(經富源),中壢車站,觀音高中,5026,RTY,,,RG,http://ebus.tycg.gov.tw/cms/api/route/5026/map/1859/image,http://ebus.tycg.gov.tw/cms/api/route/5026/stop-address.pdf,
